1 1
2 4
3 12
4 61
5 352
6 1961
7 8803
8 25969
9 54620
10 89727
11 125503
12 157716
13 182481
14 198730
15 222386
16 236215
17 244310
18 249099
19 252151
20 253539
21 254246
22 254302
23 254306
24 254378
25 254213
26 254370
27 254772
28 255566
29 256781
30 257304
31 257470
32 257338
33 257217
34 257204
35 257215
36 257092
37 257042
38 257062
39 257085
40 257059
41 256949
42 257234
43 257481
44 257282
45 257147
46 257058
47 257251
48 257222
49 257161
50 257138
51 257068
52 257265
53 257138
54 257161
55 257253
56 257045
57 257171
58 257007
59 257210
60 257275
61 257220
62 257231
63 257149
64 257132
65 257276
66 257374
67 257196
68 257118
69 257305
70 257208
71 257138
72 257110
73 257217
74 257205
75 257239
76 257269
77 257376
78 257163
79 257239
80 257226
81 257321
82 257336
83 257414
84 257181
85 257302
86 257380
87 257451
88 257395
89 257357
90 257301
